data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30,data_31,data_32,data_33,data_34,data_35,data_36,data_37,data_38,data_39,data_40,data_41,data_42,data_43,data_44,data_45,data_46,data_47,data_48,data_49,data_50,data_51,data_52,data_53,data_54,data_55
-0.45596987,-0.70425826,-1.9204061,1.2128837,-0.6040454,2.5840294,0.7865396,3.363101,-2.3720644,0.8528245,-2.3083029,-2.967479,0.86508274,1.5386392,-0.2009261,-0.84165627,4.1019707,-1.8916495,3.2802072,0.15893245,0.6174615,2.4733074,1.4523357,-3.6021354,5.2283583,-2.5291119,-4.9909854,-2.5441794,0.18596643,3.5658312,5.5147114,-5.3765097,1.8750907,-5.3306684,-0.9254478,0.38977715,-3.27779,-0.69402826,2.12343,-6.860046,-2.9654825,4.9490566,9.569696,3.0995839,5.9740376,4.7713985,4.6458135,1.039099,-5.001703,-10.4642,-2.2529886,11.480389,-2.927925,7.1152997,2.850025
